f1,f2,f3,label
0.24865633392028563,0.1902089084408115,0.4486135478331319,1
0.18348803578723327,0.4626280684009674,0.8744859540705799,0
0.44313074505345695,0.8613491047618306,0.5503253124498481,0
0.652144893998522,0.540587938100305,0.014757856495650534,0
0.9263669830081276,0.8486957344143055,0.16631111060391401,1
0.4813584179710395,0.8646503940302155,0.9024428655105486,0
0.3789731189769161,0.9853088437797259,0.26520305817215195,1
0.2852492289469203,0.6965915036001625,0.730505317415466,1
0.15479682527406413,0.2967078254945642,0.9687093649691588,0
0.7479755603790641,0.05716527290748308,0.5841775944589712,0
0.056879579728684515,0.5078284969934185,0.8513425453441215,0
0.5950351064500277,0.6752125536040902,0.2352038950009312,0
0.9415961272290894,0.5696754101381849,0.5789190575072106,0
0.6193815103321031,0.4192249153358725,0.5836722892912247,1
0.9347062577364272,0.20425919942353643,0.7161918007894148,0
0.2656145125313538,0.13087828212745645,0.6455007888376495,1
0.31617719627185403,0.7518644924144021,0.07254311449315731,1
0.6211592554930928,0.562993645638946,0.09998124892458848,0
0.5058846940487653,0.1324565703664673,0.34900883496451507,0
0.8792702424845428,0.36952708873888396,0.15774683235723197,1
0.6116777657259501,0.9872330636315043,0.6539763177107326,0
0.6678632037125836,0.5546022824896778,0.9317560394360774,0
0.9389300039271039,0.13429111439336772,0.11542867041910221,0
0.7424166839809987,0.15544790977499046,0.2817562714578943,0
0.7176121871387979,0.20359731232745293,0.6342379588850797,1
0.5054090580979872,0.2511212520698941,0.9081590462185719,0
0.09229846771273342,0.42357577256372636,0.27668022397225167,0
0.33355653860508816,0.13081966070170226,0.9797979538288359,0
0.7412309083479308,0.5516804211263913,0.42768691898067934,0
0.111873880589335,0.9450509390466391,0.6910196237558764,0
0.5455902892055223,0.8345950198860167,0.582509566489794,0
0.42978671288077175,0.04182885816885784,0.36465151532725604,0
0.8989246365264746,0.21007653833975404,0.24952973922292443,0
0.35367863461461835,0.5598835191438697,0.8747127235410912,0
0.9257638225695566,0.23673733222935867,0.16250176710043862,0
0.8814162046633244,0.024786361898188725,0.7365644717550821,1
0.7823864961476317,0.41171316655155366,0.6699071292881967,0
0.26680570959447203,0.7873745091354711,0.10809562640295711,0
0.8585932513377816,0.22243371754566443,0.816586605596929,1
0.34965842444591866,0.820536380971562,0.8713230358630082,0
0.02366443470145152,0.19312978832770866,0.3282619511977065,0
0.9668891040483611,0.2791249927218714,0.6414817386076277,1
0.6795181183602637,0.8436611632720807,0.33114986821440706,0
0.11534175185142759,0.970400611022228,0.17856781617246364,1
0.03825719735326272,0.5965712549877447,0.34568711167980026,1
0.43639388387060796,0.9842358493165899,0.11564578402933046,0
0.25472250613858194,0.7087852838341706,0.0016912782186294661,0
0.3642214717812642,0.06997381112631018,0.6642376849112723,1
0.6231554099464092,0.6633874762655443,0.12462531566436774,1
0.5071225040352692,0.6668929041057297,0.32618290485739987,1
0.5544124776667937,0.19184009299014748,0.6649294342127715,1
0.6773179452727329,0.9028055457325826,0.6155149159513805,1
0.40607516875816285,0.8337251693040575,0.3038749492683538,0
0.4298881499898346,0.579984781195682,0.6547056237030716,1
0.44178601683795293,0.6756272331900999,0.5111739968745871,0
0.6588507449984218,0.28378640499302743,0.6638538363049987,1
0.09338720007556267,0.9519996624524752,0.23486859852668396,1
0.22464066599728827,0.19912993272657664,0.024425387726826342,0
0.9839360227818514,0.6112739730606801,0.7684893390001969,1
0.41444101099771935,0.6297653807377137,0.1944352367397093,1
0.49437716901043693,0.24398443957843885,0.6560580111117841,0
0.8926598262113665,0.8604405654225213,0.885465205509866,1
0.21884113681231943,0.804109856173143,0.6959117764082383,1
0.05021838514064092,0.24919827965997166,0.8483363473516597,1
0.13333910555702888,0.46464323749823666,0.5311318858555887,1
0.9500396084431559,0.891425925810437,0.6126523227617628,1
0.830569169721415,0.5478719506108284,0.8972081032332622,1
0.4500697572469081,0.7517767865005115,0.8398628878419208,1
0.7658136842971655,0.5212998128279821,0.6267484369817813,1
0.4398725932649027,0.7135448626110564,0.23449357801463533,1
0.3197095684187623,0.5401522225184564,0.13837406151615572,0
0.38303529243133816,0.152805266577148,0.21395287710598743,1
0.4075993696665867,0.5426111405039153,0.41577423410315595,0
0.8328911693404877,0.38947681266694123,0.7697957723146632,0
0.8567320323039342,0.7655945761180695,0.38038102892771164,0
0.9427416574340969,0.29861265237238344,0.38998664806371885,1
0.5382205676102315,0.7346340607563577,0.7998681709412677,0
0.4882294775502505,0.2729353117632566,0.48564199379850037,1
0.33612954369838244,0.6791418850283497,0.4043166691376371,0
0.8405056630625586,0.9195416206689759,0.9807219775189232,0
0.9069288625867683,0.5918927756279109,0.6629997568361613,0
0.6427496480093358,0.13569948723056424,0.4616984440515117,0
0.2601563139193047,0.32735266694173426,0.45469932501648214,1
0.7612297078940271,0.3791262155641363,0.7520098235547849,1
0.2522715317823806,0.08190623276164255,0.01938328705001069,0
0.9999078285092092,0.3499603437201839,0.650144093249875,0
0.7542332040595262,0.9496117327159889,0.1993606823625329,0
0.6213356565861579,0.23854494188890585,0.47356106094612804,0
0.5639695819300191,0.21796454090650363,0.6994649712461508,1
0.16778914336780226,0.6072474938909317,0.7479256519552858,0
0.7777918861754326,0.16376581016719916,0.31103891959859986,0
0.9288871684071216,0.5757967284124141,0.9080261510474446,1
0.3966544415166273,0.7150147050494684,0.07599647784305996,0
0.10190130544597653,0.772480884951224,0.8502932390887963,0
0.796227216600212,0.5659325553673159,0.04106913020613612,1
0.6615213406873559,0.06895673651964052,0.6475432540568051,0
0.8495756269995773,0.8223309180900581,0.10553887064399858,1
0.6355851061014459,0.8287073110024582,0.7073086437060769,1
0.17613696108605936,0.5217467469384799,0.6504574140167414,1
0.4648737716345078,0.8257345984207556,0.5924746190637017,1
0.8517131600193318,0.8307310188906034,0.0866628980556744,1
0.243863439190956,0.46470846660323173,0.6103317042305206,1
0.33639661989137526,0.494306503615922,0.3250141678887595,1
0.212119850179739,0.7978323568280965,0.34033884316428364,1
0.5557910279195838,0.5166272517149342,0.19105642352709884,0
0.7200746641041943,0.48857784684878736,0.7581646534824664,1
0.6459028997409523,0.49082133507858616,0.7929328681323174,0
0.2942355813204973,0.4044011286779281,0.24330516387675716,1
0.47326048875952476,0.5309219311457678,0.42550381270521476,1
0.3518105276141683,0.4537452628531785,0.3066229913488304,0
0.12065588475230582,0.1925842934515174,0.11955474125505283,0
0.19154097301054474,0.7386046535089507,0.27649962696868924,1
0.9805106304625131,0.8326283633270679,0.2962464632651445,1
0.17944154368540333,0.014148367256063832,0.5341350892676633,1
0.04551570098321833,0.05452602023898778,0.29213664455277755,0
0.6378696551059275,0.7527921757912538,0.10258764678776067,0
0.5740642196263323,0.4693969449305102,0.44046879813601025,0
0.9654976431382948,0.2524783904929726,0.8617229646275132,0
0.8221156452994304,0.40070744225193977,0.07408217025563979,0
0.15172700695095642,0.8111420762750475,0.9491256423580312,0
0.9939181227102202,0.11845156221146158,0.7644434453261942,0
0.7756935396982173,0.38037802614654936,0.9085043776238039,1
0.8601666658261801,0.9900312604667979,0.3053802443193604,0
0.6096309122451303,0.740089305484545,0.947590200325378,0
0.6255150304066032,0.2646461252900074,0.0811874654669843,0
0.17381354832643447,0.07506486890116792,0.002675722602885733,1
0.6893711357847689,0.46991247900768585,0.03263985538092429,1
0.7069558298790333,0.7029875580937172,0.45403132640704325,0
0.9239110444825487,0.7878280266467313,0.6250580071642219,0
0.42513896610421165,0.5445623787105787,0.6476347234024807,1
0.8266311596500596,0.07140983685581415,0.16592278922072468,1
0.5950440373194047,0.8242403013200092,0.9211925289676381,1
0.12435365817470823,0.6886779912120937,0.6997336849757173,1
0.5004721771179256,0.4937952193450843,0.08044185189930098,0
0.8894228892924536,0.7345339232856153,0.6037136409459106,0
0.0913268866309852,0.9619111021928367,0.8359586139061813,0
0.9995724168774514,0.6722815843032393,0.2695110259670539,0
0.7631090041717055,0.17519072793797263,0.518963840987604,1
0.9160727879267675,0.18148914722312592,0.5853296252778544,1
0.9690552360657037,0.4700103949603517,0.4083480934300153,1
0.6701335095211854,0.8577330944003526,0.3298036635789654,1
0.28821779536145575,0.9451935395632106,0.8135660347379726,0
0.45482590860172945,0.3145171571701679,0.3232737862759947,1
0.864910584051879,0.824927203268701,0.0011510674481122196,1
0.4132475707993215,0.18758254139452712,0.36177935915167525,1
0.625408742145009,0.759990536061017,0.20355823835027387,0
0.9276727608444477,0.43811609507237825,0.6982500291221723,0
0.02886944244166323,0.6300222770040605,0.7993137332744706,0
0.3107501383933351,0.013674464466060687,0.4079906872899025,0
0.9922571393952196,0.912929878484168,0.4614478941787834,0
0.6477096887837587,0.15397112442832805,0.9326530599341044,1
0.5088720150695117,0.2734248967132742,0.8347239455766944,1
